level_0,Action,Documentary,Adventure,Comedy,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,Animation,Language,combined_features,title,id,popularity,keywords,index
33721,,,Adventure,,,,,,,,,,,,,,,,Foreign,  Adventure                Foreign cemetery musician crooked lawyer murder doctor execution confrontation district attorney super power racketeers living dead playing piano frame up return from dead wrongful conviction framed for murder witness to a crime witnesses innocent man ,The Walking Dead,27115,13.988,cemetery musician crooked lawyer murder doctor execution confrontation district attorney super power racketeers living dead playing piano frame up return from dead wrongful conviction framed for murder witness to a crime witnesses innocent man ,94
33820,,,,,,,,,,,,Romance,Science Fiction,,,,,,English,           Romance Science Fiction      English biography producer broadway florenz ziegfeld ziegfeld follies starmaker impresario ,The Great Ziegfeld,43277,10.593,biography producer broadway florenz ziegfeld ziegfeld follies starmaker impresario ,95
33886,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign new york city newspaper small town postcard money lawyer reporter black and white vermont heir tuba tuba player damsel in distress ,Mr. Deeds Goes to Town,24807,11.417,new york city newspaper small town postcard money lawyer reporter black and white vermont heir tuba tuba player damsel in distress ,96
34013,,,,,,,,,,,,,,,,,,,English,"                  English london, england transylvania parent child relationship monster castle vampire sequel murder countess undead curse black and white madman ",Dracula's Daughter,22440,13.691,"london, england transylvania parent child relationship monster castle vampire sequel murder countess undead curse black and white madman ",97
34411,,,,Comedy,,Family,,,,,,,,,,,,,English,   Comedy  Family             English europe butler screwball comedy ,My Man Godfrey,13562,10.675,europe butler screwball comedy ,98
34472,,,Adventure,,,,,,,,,,,,,,,,Foreign,  Adventure                Foreign letter twin brother mistaken identity twins sailor doppelgänger pawnshop mix-up drunkenness beer garden 1930s ,Our Relations,46026,9.143,letter twin brother mistaken identity twins sailor doppelgänger pawnshop mix-up drunkenness beer garden 1930s ,99
34501,,,,,Drama,,,,,,,,,,,,,,English,    Drama              English soulmates husband wife relationship industrialist snob retirement drifting love affair divorcee older woman younger man relationship selfishness ocean voyage drifting apart starting over fling marital crisis europe vacation wealthy couple middle aged couple kindred spirit chance reunion ,Dodsworth,31507,9.37,soulmates husband wife relationship industrialist snob retirement drifting love affair divorcee older woman younger man relationship selfishness ocean voyage drifting apart starting over fling marital crisis europe vacation wealthy couple middle aged couple kindred spirit chance reunion ,100
34993,,,,,Drama,,,,,,,,,,,,,,Foreign,"    Drama              Foreign london, england based on novel or book husband wife relationship sabotage terrorist plot brother sister relationship ",Sabotage,12684,10.851,"london, england based on novel or book husband wife relationship sabotage terrorist plot brother sister relationship ",101
35273,,,,Comedy,,Family,,,,,,,,,,,,,English,"   Comedy  Family             English based on novel or book black and white algiers, algeria algeria criminal gang wanted man casbah french polar ",Pépé le Moko,26252,9.156,"based on novel or book black and white algiers, algeria algeria criminal gang wanted man casbah french polar ",102
35357,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign himalaya based on novel or book airplane tibet survival airplane crash shangri la ,Lost Horizon,3598,10.637,himalaya based on novel or book airplane tibet survival airplane crash shangri la ,103
35602,,,,Comedy,Drama,,,,,,,,,,,,,,Foreign,   Comedy Drama              Foreign saloon gold mine black and white prospector ,Way Out West,25599,9.363,saloon gold mine black and white prospector ,104
35619,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign waitress show business movie business husband wife relationship alcoholism hollywood alcoholic has been movie star ,A Star Is Born,22692,10.955,waitress show business movie business husband wife relationship alcoholism hollywood alcoholic has been movie star ,105
35699,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign fishing fisherman spoiled child coming of age fishing boat ice cream parlor schooner accident trawler portuguese fisherman ,Captains Courageous,16515,11.022,fishing fisherman spoiled child coming of age fishing boat ice cream parlor schooner accident trawler portuguese fisherman ,106
35776,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign man vs machine hat invention robot haircut diaper black face short film upside down haircut stolen hat ,Modern Inventions,58149,9.047,man vs machine hat invention robot haircut diaper black face short film upside down haircut stolen hat ,107
35790,,,,,Drama,,,,,,,,,,,War,,,Foreign,    Drama           War   Foreign germany france prisoner escape camp aristocrat ,Grand Illusion,777,11.393,germany france prisoner escape camp aristocrat ,108
35817,,,,Comedy,,,,,,,,,,,,,,Animation,English,   Comedy              Animation English veterinarian musical femme fatale ,A Day at the Races,11939,9.79,veterinarian musical femme fatale ,109
36321,,,,,Drama,,,,,,,,,,Thriller,,,,English,    Drama          Thriller    English gypsy butler kidnapping grandfather love mansion orphan police arrest governess companion goats christmas snow globe frankfurt crippled child wicked woman caroling german alps sleigh ride organ grinder's monkey alpine cabin ,Heidi,28345,12.427,gypsy butler kidnapping grandfather love mansion orphan police arrest governess companion goats christmas snow globe frankfurt crippled child wicked woman caroling german alps sleigh ride organ grinder's monkey alpine cabin ,110
36338,,Documentary,,,,,,,,,,,,,,,,,Foreign, Documentary                 Foreign new york city remarriage neighbor divorce dog heiress screwball comedy piano 1930s ,The Awful Truth,14675,9.613,new york city remarriage neighbor divorce dog heiress screwball comedy piano 1930s ,111
36619,,,Adventure,,Drama,,,,,,,,,,,,Western,,Foreign,  Adventure  Drama            Western  Foreign poison dwarf witch becoming an adult sadness queen attempted murder dying and death miner princess apple candlelight vigil based on fairy tale magic mirror ,Snow White and the Seven Dwarfs,408,121.101,poison dwarf witch becoming an adult sadness queen attempted murder dying and death miner princess apple candlelight vigil based on fairy tale magic mirror ,112
37073,,,,,Drama,,,,,,,Romance,,,,,,,Foreign,    Drama       Romance       Foreign prison donation zoo museum paleontologist leopard bone cross dressing screwball comedy ,Bringing Up Baby,900,11.925,prison donation zoo museum paleontologist leopard bone cross dressing screwball comedy ,113
37395,,,,Comedy,Drama,,,,,,,Romance,,,,,,,Foreign,   Comedy Drama       Romance       Foreign cartoon camping trailer short film ,Mickey's Trailer,53219,10.0,cartoon camping trailer short film ,114
37414,Action,,,,Drama,,,,,,,,,,,War,,,English,"Action    Drama           War   English repayment sword richard the lionheart robin hood archer sword fight nottingham sherwood forest historical fiction disguise swashbuckler medieval technicolor based on myths, legends or folklore saxons action hero 12th century king richard vigilante justice ",The Adventures of Robin Hood,10907,13.493,"repayment sword richard the lionheart robin hood archer sword fight nottingham sherwood forest historical fiction disguise swashbuckler medieval technicolor based on myths, legends or folklore saxons action hero 12th century king richard vigilante justice ",115
37430,Action,,,,Drama,Family,,,,,,,,,,,,,Foreign,Action    Drama Family             Foreign france harbor ,Port of Shadows,46326,9.401,france harbor ,116
37463,,Documentary,,,,,,,,Music,,,,,,,,,English, Documentary        Music         English holiday sibling relationship new year's eve sister romantic comedy free spirit best friend mansion alcoholic millionaire stubbornness marriage engagement high society social class christmas college professor drunkard punch and judy wealthy family ,Holiday,16274,11.134,holiday sibling relationship new year's eve sister romantic comedy free spirit best friend mansion alcoholic millionaire stubbornness marriage engagement high society social class christmas college professor drunkard punch and judy wealthy family ,117
37768,,,Adventure,,,,,,,,,,,,,,,,English,  Adventure                English harmonica monopoly tycoon house love friends based on play or musical eccentric secretary free spirit black and white rich snob stenographer eccentric family ,You Can't Take It with You,34106,11.598,harmonica monopoly tycoon house love friends based on play or musical eccentric secretary free spirit black and white rich snob stenographer eccentric family ,118
37963,,,,,Drama,,,,,,,,,,,,,,English,    Drama              English secret agent concussion flowerpot search for witnesses conspiracy train old lady missing person magician ,The Lady Vanishes,940,11.607,secret agent concussion flowerpot search for witnesses conspiracy train old lady missing person magician ,119
